alg,in-scale,num-ratings,field,value
ItemUserMean,5,20,MI-20-corrected.ByUser,-3.51537978823
ItemUserMean,5,20,MI-20-corrected,0.213352228824
ItemUserMean,5,20,MI-10,0.204553378077
ItemUserMean,5,20,MI-5.ByUser,0.201401313761
ItemItem,5,2,MI-native-corrected,0.0888384220128
ItemItem,5,2,RMSE.ByUser,1.13528901033
ItemItem,5,2,MI-native,0.0888442748779
ItemItem,5,2,NAttempted,1972059.6
ItemItem,5,2,MI-100-corrected,0.098305125743
ItemItem,5,2,MI-50.ByUser,0.735013836334
ItemItem,5,2,MI-2.ByUser,0.0870264883861
ItemItem,5,2,NRMSE.ByUser,0.283822252582
ItemItem,5,2,NMAE,0.228869193089
ItemItem,5,2,MI-20,0.0975838686755
ItemItem,5,2,MAE,0.915476772355
ItemItem,5,2,MI-native.ByUser,0.202479627032
ItemItem,5,2,NMAE.ByUser,0.23416710034
ItemItem,5,2,RMSE.ByRating,1.16781418615
ItemItem,5,2,NUsers,13975.6
ItemItem,5,2,MI-50-corrected,0.0982128140058
ItemItem,5,2,TestTime,18044.6
ItemItem,5,2,MI-2-corrected.ByUser,0.0308270684042
ItemItem,5,2,nDCG,0.951258987881
ItemItem,5,2,MI-100.ByUser,0.961210944508
